year,GEOID,NAME,B25001_001E,B25002_003E,B25032_001E,B25032_013E,B25008_003E,B25119_003E,B25037_003E,B25039_003E,B25064_001E,B25071_001E,B25013_011E,B25003H_003E,B25003B_003E,B25003D_003E,B25003I_003E,B17017_001E,B17017_002E
2013,36047040000,"Census Tract 400, Kings County, New York",1213,110,1103,633,1522,40531,1939,2004,1159,35.1,126,370,11,135,102,1103,198
2014,36047040000,"Census Tract 400, Kings County, New York",1208,94,1114,616,1690,40726,1939,2006,1263,37,118,352,0,140,113,1114,240
2015,36047040000,"Census Tract 400, Kings County, New York",1191,73,1118,680,1905,40944,1939,2006,1262,35.6,144,387,0,183,110,1118,231
2016,36047040000,"Census Tract 400, Kings County, New York",1144,83,1061,616,1657,41604,1939,2006,1286,35.9,151,399,0,120,97,1061,188
2017,36047040000,"Census Tract 400, Kings County, New York",1158,73,1085,613,1554,40655,1939,2008,1354,38.2,132,313,20,173,107,1085,148
2018,36047040000,"Census Tract 400, Kings County, New York",1175,47,1128,662,1717,42667,0,2009,1441,38.7,124,309,25,178,150,1128,141
2019,36047040000,"Census Tract 400, Kings County, New York",1147,89,1058,583,1443,44145,0,2010,1428,36,121,290,24,130,139,1058,105
2020,36047040000,"Census Tract 400, Kings County, New York",1075,89,986,569,1424,46213,0,2013,1429,39.6,104,302,17,113,137,986,133
2012,36047040100,"Census Tract 401, Kings County, New York",1289,235,1054,753,2186,40677,1939,2003,1138,35.9,121,45,502,0,236,1054,331
2013,36047040100,"Census Tract 401, Kings County, New York",1288,210,1078,816,2270,31979,1939,2004,1131,32.7,121,72,499,0,289,1078,326
2014,36047040100,"Census Tract 401, Kings County, New York",1325,174,1151,934,2482,40617,1939,2005,1161,37.3,186,134,554,0,316,1151,328
2015,36047040100,"Census Tract 401, Kings County, New York",1358,198,1160,931,2374,40507,1939,2008,1188,38.1,232,131,482,23,346,1160,313
2016,36047040100,"Census Tract 401, Kings County, New York",1342,180,1162,935,2311,41263,1941,2009,1297,38.4,260,102,498,39,323,1162,273
2017,36047040100,"Census Tract 401, Kings County, New York",1322,158,1164,930,2422,40985,1963,2010,1342,43.7,301,138,454,49,309,1164,301
2018,36047040100,"Census Tract 401, Kings County, New York",1347,171,1176,926,2285,38750,1966,2010,1361,44.2,237,158,368,39,361,1176,316
2019,36047040100,"Census Tract 401, Kings County, New York",1334,214,1120,786,1861,41354,1971,2013,1368,38,261,155,352,51,232,1120,256
2020,36047040100,"Census Tract 401, Kings County, New York",1335,191,1144,643,1564,42569,1960,2012,1396,36.7,192,140,317,27,176,1144,286
2012,36047040200,"Census Tract 402, Kings County, New York",986,104,882,419,949,34306,1939,2004,942,35.3,119,180,0,127,112,882,135
2013,36047040200,"Census Tract 402, Kings County, New York",983,85,898,435,1031,31653,1939,2004,1023,34.9,120,182,0,126,127,898,145
2014,36047040200,"Census Tract 402, Kings County, New York",953,71,882,410,1025,35250,1939,2005,1077,34.8,134,185,0,131,87,882,167
2015,36047040200,"Census Tract 402, Kings County, New York",986,80,906,421,1137,31382,1939,2006,1121,35.5,118,189,0,151,75,906,195
2016,36047040200,"Census Tract 402, Kings County, New York",991,74,917,485,1351,30688,1939,2007,1206,38.6,133,194,0,157,128,917,238
2017,36047040200,"Census Tract 402, Kings County, New York",1001,53,948,491,1460,38188,1939,2007,1226,37.2,141,223,0,124,138,948,195
2018,36047040200,"Census Tract 402, Kings County, New York",997,57,940,446,1218,29643,0,2007,1294,39.9,132,203,0,106,131,940,241
2019,36047040200,"Census Tract 402, Kings County, New York",1010,55,955,488,1381,41733,0,2007,1380,36.2,118,238,0,123,111,955,196
2020,36047040200,"Census Tract 402, Kings County, New York",970,61,909,464,1231,42500,0,2008,1426,37.2,121,227,0,101,123,909,174
2012,36047040300,"Census Tract 403, Kings County, New York",1293,155,1138,747,2107,17328,1947,2004,1298,50,89,30,516,0,215,1138,480
2013,36047040300,"Census Tract 403, Kings County, New York",1331,133,1198,903,2787,20967,1957,2006,1366,50,174,44,630,9,245,1198,517
2014,36047040300,"Census Tract 403, Kings County, New York",1403,149,1254,986,3052,21529,1961,2008,1349,50,173,50,675,8,297,1254,596
2015,36047040300,"Census Tract 403, Kings County, New York",1473,172,1301,1003,2830,22372,1952,2010,1344,50,198,110,671,6,265,1301,599
2016,36047040300,"Census Tract 403, Kings County, New York",1464,206,1258,912,2572,24015,1950,2011,1421,50,244,154,545,15,210,1258,498
2017,36047040300,"Census Tract 403, Kings County, New York",1525,210,1315,991,2751,27596,1951,2012,1574,47.3,251,155,545,24,289,1315,429
2018,36047040300,"Census Tract 403, Kings County, New York",1537,238,1299,914,2303,34048,0,2012,1739,43.4,232,190,442,49,255,1299,415
2019,36047040300,"Census Tract 403, Kings County, New York",1575,280,1295,864,2065,40417,1949,2013,1801,39,290,194,429,46,242,1295,393
2020,36047040300,"Census Tract 403, Kings County, New York",1566,258,1308,906,2210,53611,1954,2013,1916,35,343,150,469,50,276,1308,331
2012,36047040400,"Census Tract 404, Kings County, New York",821,78,743,419,1256,35163,1939,2004,958,25.3,54,202,2,197,18,743,105
2013,36047040400,"Census Tract 404, Kings County, New York",871,105,766,446,1157,35093,1939,2005,1045,31.8,93,232,15,162,37,766,126
2014,36047040400,"Census Tract 404, Kings County, New York",899,100,799,448,1186,36250,1939,2006,1104,34.1,83,230,0,145,83,799,115
2015,36047040400,"Census Tract 404, Kings County, New York",909,81,828,472,1260,32451,1939,2006,1142,36.8,98,243,10,138,91,828,137
2016,36047040400,"Census Tract 404, Kings County, New York",911,101,810,440,1180,39038,1939,2007,1187,34.6,94,219,13,124,94,810,136
2017,36047040400,"Census Tract 404, Kings County, New York",945,114,831,407,1020,41031,1939,2008,1216,34.8,66,193,12,108,107,831,171
2018,36047040400,"Census Tract 404, Kings County, New York",926,81,845,397,1032,42390,0,2011,1339,33.6,85,169,15,122,103,845,139
2019,36047040400,"Census Tract 404, Kings County, New York",923,85,838,405,1083,42813,0,2012,1372,35.8,96,171,16,123,73,838,151
2020,36047040400,"Census Tract 404, Kings County, New York",899,105,794,379,1056,51985,0,2014,1425,29.1,128,143,0,131,83,794,114
2012,36047040500,"Census Tract 405, Kings County, New York",600,138,462,321,982,36172,1939,2004,1057,31.1,5,0,244,17,90,462,57
2013,36047040500,"Census Tract 405, Kings County, New York",587,105,482,325,897,35605,1939,2004,1065,35.5,20,15,248,23,71,482,85
2014,36047040500,"Census Tract 405, Kings County, New York",612,117,495,359,936,35893,1939,2006,1160,38.4,36,19,235,23,109,495,119
2015,36047040500,"Census Tract 405, Kings County, New York",634,97,537,434,1164,36279,1950,2010,1317,41.3,53,33,249,31,153,537,153
2016,36047040500,"Census Tract 405, Kings County, New York",651,89,562,446,1115,39946,1945,2011,1366,31.1,97,53,233,17,160,562,129
2017,36047040500,"Census Tract 405, Kings County, New York",666,66,600,513,1192,58229,1960,2011,1452,29.4,191,100,285,20,112,600,138
2018,36047040500,"Census Tract 405, Kings County, New York",699,79,620,521,1276,46938,1947,2012,1563,31.3,187,107,225,22,173,620,158
2019,36047040500,"Census Tract 405, Kings County, New York",696,83,613,497,1075,61563,0,2014,1797,34.1,225,120,240,14,103,613,102
2020,36047040500,"Census Tract 405, Kings County, New York",732,63,669,539,1078,59670,1961,2015,2001,42.3,232,156,255,16,94,669,85
2012,36047040600,"Census Tract 406, Kings County, New York",1198,94,1104,700,1944,36716,1939,2003,1077,33.4,55,340,0,241,85,1104,86
2013,36047040600,"Census Tract 406, Kings County, New York",1182,107,1075,699,1874,36613,1939,2005,1206,37.2,93,304,19,259,105,1075,109
2014,36047040600,"Census Tract 406, Kings County, New York",1216,113,1103,684,1790,36064,1939,2006,1203,36.7,120,277,26,232,144,1103,94
2015,36047040600,"Census Tract 406, Kings County, New York",1232,80,1152,695,1906,34203,1939,2007,1262,43.6,123,282,26,223,174,1152,130
2016,36047040600,"Census Tract 406, Kings County, New York",1192,96,1096,624,1619,28989,1939,2009,1249,50,161,247,25,188,155,1096,246
2017,36047040600,"Census Tract 406, Kings County, New York",1242,85,1157,687,1831,25723,1939,2011,1297,50,153,291,37,186,175,1157,305
2018,36047040600,"Census Tract 406, Kings County, New York",1272,72,1200,666,1833,26081,0,2011,1310,51,170,295,8,158,190,1200,300
2019,36047040600,"Census Tract 406, Kings County, New York",1225,74,1151,660,1819,28841,0,2012,1384,51,171,290,5,198,159,1151,287
2020,36047040600,"Census Tract 406, Kings County, New York",1204,50,1154,695,2016,53693,0,2016,1428,33.3,169,342,8,238,107,1154,215
2012,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2013,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2014,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2015,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2016,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2017,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2018,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2019,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2020,36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
2012,36047040800,"Census Tract 408, Kings County, New York",1117,49,1068,581,1546,38717,1939,2003,1194,32.6,151,352,0,166,54,1068,165
2013,36047040800,"Census Tract 408, Kings County, New York",1118,60,1058,622,1787,40774,1939,2004,1140,32.4,167,326,29,220,25,1058,184
2014,36047040800,"Census Tract 408, Kings County, New York",1092,75,1017,625,1868,29964,1939,2005,1199,36.5,171,295,20,222,66,1017,239
2015,36047040800,"Census Tract 408, Kings County, New York",1105,61,1044,666,2001,46667,1939,2010,1253,30.6,228,281,21,264,80,1044,267
2016,36047040800,"Census Tract 408, Kings County, New York",1097,62,1035,608,2019,48676,1939,2010,1287,30.5,181,260,22,187,105,1035,251
2017,36047040800,"Census Tract 408, Kings County, New York",1114,83,1031,573,1903,65066,1939,2011,1354,32.8,146,195,23,187,147,1031,177
2018,36047040800,"Census Tract 408, Kings County, New York",1121,72,1049,594,1953,60750,0,2012,1397,33.1,163,173,0,228,177,1049,119
2019,36047040800,"Census Tract 408, Kings County, New York",1180,62,1118,588,1862,78486,0,2013,1384,25.2,131,210,0,236,128,1118,84
2020,36047040800,"Census Tract 408, Kings County, New York",1261,68,1193,481,1534,78340,0,2014,1442,30.4,112,212,0,148,104,1193,77
2012,36047040900,"Census Tract 409, Kings County, New York",1381,198,1183,940,2955,24932,1939,2004,1315,50,111,82,198,20,654,1183,346
2013,36047040900,"Census Tract 409, Kings County, New York",1387,140,1247,1005,3139,28168,1939,2005,1241,43.1,116,108,231,30,699,1247,408
2014,36047040900,"Census Tract 409, Kings County, New York",1375,100,1275,1016,3259,30455,1939,2007,1214,41,99,92,241,28,763,1275,424
2015,36047040900,"Census Tract 409, Kings County, New York",1398,144,1254,1028,3057,33208,1939,2010,1290,43.1,142,103,259,24,771,1254,403
2016,36047040900,"Census Tract 409, Kings County, New York",1420,160,1260,1037,2980,36806,1939,2011,1404,39.3,150,98,310,23,757,1260,323
2017,36047040900,"Census Tract 409, Kings County, New York",1432,141,1291,1053,2794,43777,1939,2011,1391,38.5,163,98,292,9,794,1291,309
2018,36047040900,"Census Tract 409, Kings County, New York",1440,126,1314,1145,3086,48146,0,2011,1427,36.2,205,114,283,0,843,1314,359
2019,36047040900,"Census Tract 409, Kings County, New York",1449,119,1330,1163,3252,52511,0,2011,1463,37.5,186,115,360,0,755,1330,292
2020,36047040900,"Census Tract 409, Kings County, New York",1412,63,1349,1161,3253,52585,0,2013,1694,44,170,187,252,0,648,1349,376
2012,36047041000,"Census Tract 410, Kings County, New York",713,32,681,270,618,31615,1950,2005,854,30.5,32,178,0,27,65,681,64
2013,36047041000,"Census Tract 410, Kings County, New York",732,35,697,292,622,31336,1948,2005,896,32.7,35,209,0,33,50,697,55
2014,36047041000,"Census Tract 410, Kings County, New York",757,55,702,290,684,34226,1943,2004,973,31.7,47,188,0,41,61,702,90
2015,36047041000,"Census Tract 410, Kings County, New York",743,41,702,296,743,26522,1939,2007,1093,36.5,55,203,0,37,56,702,148
2016,36047041000,"Census Tract 410, Kings County, New York",761,73,688,328,924,NA,1939,2009,1172,34.5,90,199,0,74,50,688,152
2017,36047041000,"Census Tract 410, Kings County, New York",793,76,717,346,946,41167,1939,2008,1259,33.5,92,243,0,79,18,717,136
2018,36047041000,"Census Tract 410, Kings County, New York",811,84,727,340,877,36000,0,2011,1393,39.1,91,239,0,72,22,727,165
2019,36047041000,"Census Tract 410, Kings County, New York",766,72,694,348,899,33594,0,2013,1520,41.9,94,262,0,67,13,694,156
2020,36047041000,"Census Tract 410, Kings County, New York",701,70,631,318,829,42656,0,2013,1698,39.2,80,230,0,65,7,631,100
2012,36047041100,"Census Tract 411, Kings County, New York",1278,114,1164,955,2564,25154,1955,NA,1104,35.8,102,64,479,0,393,1164,481
2013,36047041100,"Census Tract 411, Kings County, New York",1255,147,1108,886,2494,26298,1956,2007,1173,34.5,70,51,440,0,386,1108,417
2014,36047041100,"Census Tract 411, Kings County, New York",1292,157,1135,918,2801,26905,1958,2007,1082,34.9,43,61,360,0,489,1135,431
2015,36047041100,"Census Tract 411, Kings County, New York",1313,179,1134,960,2861,27048,1955,2008,1162,37.2,71,40,355,45,494,1134,380
2016,36047041100,"Census Tract 411, Kings County, New York",1304,215,1089,860,2361,26111,1958,2010,1066,37.3,144,71,320,53,398,1089,314
2017,36047041100,"Census Tract 411, Kings County, New York",1323,214,1109,931,2427,26813,1950,2011,1169,40.3,182,132,379,62,346,1109,350
2018,36047041100,"Census Tract 411, Kings County, New York",1360,202,1158,1015,2416,26653,1951,2011,1161,39.9,175,185,373,56,395,1158,378
2019,36047041100,"Census Tract 411, Kings County, New York",1377,199,1178,986,2172,27500,0,2012,1238,44.4,221,232,375,56,287,1178,388
2020,36047041100,"Census Tract 411, Kings County, New York",1336,158,1178,975,2061,NA,0,2013,1594,51,342,252,388,24,235,1178,411
2012,36047041200,"Census Tract 412, Kings County, New York",1098,53,1045,605,1519,39068,1939,2003,1151,35.8,132,398,0,96,100,1045,106
2013,36047041200,"Census Tract 412, Kings County, New York",1136,100,1036,650,1508,37212,1939,2004,1151,36.9,177,497,0,12,128,1036,135
2014,36047041200,"Census Tract 412, Kings County, New York",1177,160,1017,587,1533,36328,1939,2005,1163,38.6,141,402,0,12,157,1017,142
2015,36047041200,"Census Tract 412, Kings County, New York",1137,129,1008,576,1498,38333,1939,2006,1176,38.9,145,364,0,22,190,1008,162
2016,36047041200,"Census Tract 412, Kings County, New York",1152,123,1029,572,1513,40357,1939,2007,1196,36.5,154,407,0,22,143,1029,176
2017,36047041200,"Census Tract 412, Kings County, New York",1118,121,997,555,1552,30733,1939,2006,1206,34.5,150,406,0,29,108,997,216
2018,36047041200,"Census Tract 412, Kings County, New York",1117,92,1025,503,1266,35688,0,2005,1190,35.2,132,369,0,60,54,1025,216
2019,36047041200,"Census Tract 412, Kings County, New York",1088,19,1069,561,1317,26461,0,2006,1325,38.9,184,402,0,69,75,1069,285
2020,36047041200,"Census Tract 412, Kings County, New York",1131,12,1119,628,1645,26821,0,2007,1358,39.1,160,388,0,175,53,1119,337
2012,36047041300,"Census Tract 413, Kings County, New York",1298,244,1054,732,2426,38500,1945,2004,1348,35.9,132,55,289,17,394,1054,185
2013,36047041300,"Census Tract 413, Kings County, New York",1343,195,1148,891,2859,34779,1939,2005,1274,36.2,169,86,302,17,551,1148,267
2014,36047041300,"Census Tract 413, Kings County, New York",1376,128,1248,944,2828,32167,1939,2007,1234,37.6,161,131,373,18,529,1248,294
2015,36047041300,"Census Tract 413, Kings County, New York",1442,64,1378,1084,3322,36346,1939,2008,1278,37.1,229,132,471,18,614,1378,301
2016,36047041300,"Census Tract 413, Kings County, New York",1440,89,1351,1105,3298,34653,1939,2009,1285,38,163,101,571,0,618,1351,328
2017,36047041300,"Census Tract 413, Kings County, New York",1421,71,1350,1123,3276,33750,1939,2010,1248,38.5,155,118,551,9,574,1350,406
2018,36047041300,"Census Tract 413, Kings County, New York",1410,51,1359,1121,3139,40705,1944,2011,1321,35.3,167,114,558,12,519,1359,321
2019,36047041300,"Census Tract 413, Kings County, New York",1448,105,1343,1096,3128,51098,0,2011,1535,32.2,205,80,469,32,579,1343,243
2020,36047041300,"Census Tract 413, Kings County, New York",1504,102,1402,1070,2521,51359,1947,2013,1415,31.6,233,112,362,89,548,1402,196
2012,36047041401,"Census Tract 414.01, Kings County, New York",546,59,487,118,373,50854,1939,1991,1362,33.1,14,93,0,0,25,487,60
2013,36047041401,"Census Tract 414.01, Kings County, New York",558,54,504,129,273,36813,1939,2002,1361,31.7,38,114,0,4,11,504,68
2014,36047041401,"Census Tract 414.01, Kings County, New York",559,53,506,155,366,39491,1951,2004,1241,33.4,45,112,0,32,11,506,95
2015,36047041401,"Census Tract 414.01, Kings County, New York",554,27,527,204,465,38500,1952,2005,1280,35.3,51,154,0,35,15,527,115
2016,36047041401,"Census Tract 414.01, Kings County, New York",561,43,518,269,704,45625,1951,2008,1390,34,72,200,0,31,38,518,122
2017,36047041401,"Census Tract 414.01, Kings County, New York",551,32,519,274,869,42917,1945,2010,1489,38.2,73,216,0,29,29,519,127
2018,36047041401,"Census Tract 414.01, Kings County, New York",510,29,481,282,1011,46250,1947,2012,1634,37.9,60,205,0,38,39,481,135
2019,36047041401,"Census Tract 414.01, Kings County, New York",511,33,478,255,877,NA,1951,2012,1667,51,67,204,0,23,28,478,142
2020,36047041401,"Census Tract 414.01, Kings County, New York",463,18,445,256,1030,51875,1952,2013,1818,47.6,87,196,0,24,36,445,118
2012,36047041402,"Census Tract 414.02, Kings County, New York",717,54,663,438,850,28750,1939,2004,1119,38,157,424,0,14,0,663,60
2013,36047041402,"Census Tract 414.02, Kings County, New York",708,49,659,357,682,21597,1939,2004,1081,39,127,344,0,13,0,659,102
2014,36047041402,"Census Tract 414.02, Kings County, New York",712,63,649,440,945,20556,1939,2004,1108,40.4,191,435,0,0,5,649,135
2015,36047041402,"Census Tract 414.02, Kings County, New York",696,49,647,462,1043,19405,1939,2006,1095,42.5,176,456,0,0,6,647,146
