address,county_fips,boroid,censustract,census_tract,geoid,geoid_nyp
255 W 36TH ST AKA 251255 W 36TH ST,061,1,109,010900,36061010900,36061010900
4032 149TH PLACE ENTIRE 2ND FLOOR APT,081,4,NA,116700,36081116700,NA
3826A WHITE PLAINS RD IN BKA 38243826 WHITE PLAIN,005,2,NA,039600,36005039600,NA
3032 BRIGHTON 5TH ST,047,3,362,036200,36047036200,36047036200
588 E 93RD STREET,047,3,NA,088800,36047088800,NA
16712 140TH AVENUE 1 ROOM ON 1ST FLR,081,4,NA,033000,36081033000,NA
1904 VYSE AVENUE,005,2,359,035900,36005035900,36005035900
2732 FULTON ST BSMT,047,3,NA,119800,36047119800,NA
2375 SOUTHERN BOULEVARD,005,2,393,039300,36005039300,36005039300
15328 75TH AVENUE,081,4,77908,077908,36081077908,NA
163 E 178TH ST,005,2,23501,023501,36005023501,NA
117 FATHER ZEISER PLACE,005,2,263,026300,36005026300,36005026300
390 BUSHWICK AVENUE,047,3,489,048900,36047048900,36047048900
8345 VIETOR AVENUE,081,4,271,027100,36081027100,NA
2150 BEDFORD AVENUE,047,3,NA,079602,36047079602,NA
2186 GRAND CONCOURSE,005,2,381,038100,36005038100,36005038100
4115 46TH STREET APT 3O,081,4,25301,025301,36081025301,NA
1347 BRONX RIVER AVE,005,2,56,005600,36005005600,36005005600
711B SEAGIRT AVENUE,081,4,101002,101002,36081101002,NA
272 NAGLE AVENUE,061,1,293,029300,36061029300,36061029300
13621 222ND STREET,081,4,358,035800,36081035800,36081035800
1755 OCEAN PKWY,047,3,418,041800,36047041800,36047041800
68 35TH STBLDG#4 IND/CITY BUSH TERM,047,3,NA,001800,36047001800,NA
808 MACON STREET,047,3,377,037700,36047037700,36047037700
795 COLUMBUS AVENUE,061,1,185,018500,36061018500,36061018500
3534 TRYON AVE,005,2,431,043100,36005043100,NA
14 PROSPECT STREET ENTIRE COMMERCIAL B,085,5,NA,002100,36085002100,NA
4807 CHURCH AVENUE,047,3,870,087000,36047087000,36047087000
1062 BERGEN AVENUE,047,3,69601,069601,36047069601,NA
124 EAST 176TH STREET,005,2,22701,022701,36005022701,NA
317 TEN EYCK STREET,047,3,485,048500,36047048500,36047048500
2305 UNIVERSITY AVE,005,2,255,025500,36005025500,36005025500
2174 CROTONA AVENUE,005,2,393,039300,36005039300,36005039300
5752 FIELDSTON ROAD,005,2,345,034500,36005034500,36005034500
650 COSTER STREET,005,2,93,009300,36005009300,NA
631B BARRETTO STREET,005,2,93,009300,36005009300,NA
65 WEST 55TH STREET,061,1,104,010400,36061010400,36061010400
1100 SUTTER AVENUE,047,3,1194,119400,36047119400,36047119400
3 EAST 44TH STREET,061,1,94,009400,36061009400,36061009400
2111 SOUTHERN BOULEVARD,005,2,36501,036501,36005036501,NA
363 7TH AVENUE,061,1,101,009500,36061009500,36061010100
8434 102ND AVENUE 1ST FLOOR REAR APT,081,4,NA,005200,36081005200,NA
100 ALCOTT PLACE,NA,2,46201,NA,NA,NA
2565 MARION AVENUE,005,2,39901,039901,36005039901,NA
950 UNDERHILL AVENUE,005,2,42,004200,36005004200,36005004200
1866 UNIONPORT ROAD,005,2,236,023600,36005023600,36005023600
2170 BATHGATE AVENUE,005,2,37504,037504,36005037504,NA
35 WOODROSE LANE,085,5,20803,020803,36085020803,NA
8816 173 STREET,081,4,462,046200,36081046200,36081046200
505 EAST 184TH ST,005,2,385,038500,36005038500,36005038500
1020 AVENUE X,047,3,588,058800,36047058800,36047058800
974 45TH STREET,047,3,112,011200,36047011200,36047011200
3220 PERRY AVENUE,005,2,42901,042901,36005042901,NA
8935 A 165TH STREET RETAIL STORE CONSISTING OF APPROXIMATELY 700 SQ,NA,4,NA,NA,NA,NA
35 EAST 94TH STREET,047,3,884,088400,36047088400,36047088400
359 MARION STREET,047,3,371,037100,36047037100,36047037100
369 LINDEN BOULEVARD,047,3,816,081600,36047081600,36047081600
1469 EAST AVENUE,005,2,212,021200,36005021200,36005021200
99 GROVE AVENUE,085,5,207,020700,36085020700,NA
11514 143RD STREET,081,4,188,018800,36081018800,36081018800
1774 TOWNSEND AVENUE,005,2,22701,022701,36005022701,NA
589 QUINCY STREET,047,3,291,029100,36047029100,36047029100
368 97TH ST,047,3,5601,005601,36047005601,NA
144150 LUDLOW ST,NA,1,3001,NA,NA,NA
681 EAST 231ST STREE,005,2,420,042000,36005042000,36005042000
415 EAST 157TH STREET,005,2,69,006900,36005006900,36005006900
581 PROSPECT PLACE,047,3,305,030500,36047030500,36047030500
3133 104TH STREET,081,4,365,036500,36081036500,36081036500
8119 102 AVENUE,081,4,52,005200,36081005200,36081005200
1279 MORRIS AVENUE,005,2,17901,017901,36005017901,NA
30 VERMONT STREET,NA,3,114201,NA,NA,NA
125 SCHROEDERS AVE,047,3,105801,105801,36047105801,NA
3507 LACONIA AVENUE,005,2,368,036800,36005036800,36005036800
516 VANDALIA AVENUE,047,3,1070,107000,36047107000,NA
333 MARTENSE STREET,047,3,818,081800,36047081800,36047081800
2409 2ND AVENUE,061,1,194,019400,36061019400,36061019400
1904 NOSTRAND AVE,047,3,828,082800,36047082800,36047082800
1515 BRYANT AVENUE,005,2,157,015700,36005015700,36005015700
228 EAST 27TH STREET,061,1,66,006600,36061006600,36061006600
1165 EAST 229TH STREET,005,2,458,045800,36005045800,36005045800
642 EAST 84TH ST,047,3,954,095400,36047095400,36047095400
1192 OCEAN AVENUE,047,3,764,076400,36047076400,36047076400
14712 110TH AVENUE 2ND FLRREAR APT,081,4,NA,019600,36081019600,NA
801 TILDEN STREET,005,2,380,038000,36005038000,36005038000
1730 POPHAM AVE,005,2,20502,020502,36005020502,NA
20 STAGG STREET FRO NT BLDING,047,3,NA,051100,36047051100,NA
711C SEAGIRT AVENUE,081,4,101002,101002,36081101002,NA
436 NEW YORK AVE,047,3,319,031900,36047031900,36047031900
1888 ARTHUR AVENUE,005,2,36901,036901,36005036901,NA
262 EAST 55TH STREET,047,3,938,093800,36047093800,36047093800
689 EAST 233 STREET,005,2,420,042000,36005042000,36005042000
5030 BROADWAY,061,1,303,030300,36061030300,36061030300
243 HANCOCK STREET,047,3,267,026700,36047026700,36047026700
173 WEST 141ST ST,061,1,230,023000,36061023000,36061023000
47 FOX HILL TERRACE MAIN HOUSEUNIT 1,085,5,NA,003600,36085003600,NA
18002 LIBERTY AVEENTIRE PREMISES,081,4,NA,044000,36081044000,NA
2705 MARION AVENUE,005,2,40502,040502,36005040502,NA
122 WEST 137TH ST,061,1,228,022800,36061022800,36061022800
317 E 178TH STREET,005,2,381,038100,36005038100,36005038100
720 W 180 ST,061,1,265,026500,36061026500,36061026500
1264 SHERIDAN AVENUE,005,2,17901,017901,36005017901,NA
1746 EAST 13TH ST,047,3,554,055400,36047055400,36047055400
1191 ANDERSON AVENUE,005,2,199,019900,36005019900,36005019900
826 COLUMBUS AVENUE,061,1,189,018900,36061018900,36061018900
82 JEFFERSON STREET,047,3,391,039100,36047039100,36047039100
1221 COLLEGE AVENUE,005,2,175,017500,36005017500,36005017500
852 EAST 223 ST,005,2,396,039600,36005039600,36005039600
268 BAY 17TH STREET,047,3,176,017600,36047017600,36047017600
16832 127TH AVENUE,081,4,33402,033402,36081033402,NA
907 EAST 221ST STREET,005,2,398,039800,36005039800,36005039800
98A SOUTH 4TH ST REST/BAR ST LEVEL,NA,3,NA,NA,NA,NA
1441 ROCKAWAY PARKWAY,047,3,974,097400,36047097400,36047097400
2427 WEBSTER AVENUE,005,2,39902,039902,36005039902,NA
1258 BOYNTON AVENUE,005,2,54,005400,36005005400,36005005400
13439 166TH PLACE,081,4,33402,033402,36081033402,NA
1930 ANTHONY AVE,005,2,381,038100,36005038100,36005038100
176 BORINQUENA PLACE AKA 176 GRAND ST,047,3,NA,055100,36047055100,NA
920 EAST 6TH STREET,061,1,20,002000,36061002000,36061002000
507 EAST 176TH STREET,005,2,395,039500,36005039500,36005039500
350 GREENE AVENUE,047,3,233,023300,36047023300,36047023300
1359 PINSON STREET,081,4,103201,103201,36081103201,NA
849 EAST 227TH STREET,005,2,406,040600,36005040600,36005040600
1219 EAST 59TH ST ENTIRE PREMISES,047,3,NA,069200,36047069200,NA
11403 INWOOD STREET,081,4,192,019200,36081019200,36081019200
3447 90TH STREET,081,4,277,027700,36081027700,NA
448 BERGEN STREET,047,3,12902,012902,36047012902,NA
6067 54TH STREET,081,4,535,053500,36081053500,NA
724 CLASSON AVENUE,047,3,305,030500,36047030500,36047030500
862 SCHNECTADY AVESTUDIO 2,047,3,NA,087000,36047087000,NA
12613 JAMAICA AVE,081,4,14201,014201,36081014201,NA
1595 EAST 174TH ST,005,2,62,006200,36005006200,36005006200
11614 133RD STREET,081,4,178,017800,36081017800,36081017800
16724 140 AVENUE,081,4,330,033000,36081033000,36081033000
2720 DECATUR AVENUE,005,2,40502,040502,36005040502,NA
1209 BUSHWICK AVENUE,047,3,399,039900,36047039900,36047039900
3004 CLARENDON ROAD,NA,3,828,NA,36047082800,36047082800
312 EAST 183RD STREET,005,2,38301,038301,36005038301,NA
556 WILSON AVENUE,047,3,413,041300,36047041300,36047041300
268 BUFFALO AVENUE,047,3,357,035700,36047035700,NA
830 ELTON STREET,047,3,1116,111600,36047111600,36047111600
1056 EAST 226TH STREET,005,2,404,040400,36005040400,36005040400
6153 84 STREET,081,4,679,067900,36081067900,36081067900
552 VAN SICLEN AVEAPT 2F 2ND FL FRONT,047,3,NA,112400,36047112400,NA
1158 BOYNTON AVE,005,2,5002,005002,36005005002,NA
16315 130TH AVE,081,4,33402,033402,36081033402,NA
645647 FAILE STREET,NA,2,93,NA,NA,NA
10954 LEFFERTS BLVD,081,4,106,010600,36081010600,36081010600
299 WEST 12TH ST UNIT 7B,061,1,77,007700,36061007700,36061007700
1564 TAYLOR AVENUE,005,2,21601,021601,36005021601,NA
75 FORT WASHINGTON AVE,061,1,247,024700,36061024700,36061024700
267 WEST 152ND STREET,061,1,236,023600,36061023600,36061023600
177 COLUMBIA STREET,047,3,47,004700,36047004700,36047004700
1041 PUGSLEY AVE,005,2,4001,004001,36005004001,NA
724 WORTMAN AVEAPT 2,047,3,1220,122000,36047122000,36047122000
344 KNICKERBOCKER AVE,047,3,429,042900,36047042900,36047042900
111 LINDEN STREET,047,3,417,041700,36047041700,36047041700
2572 99TH STREET,081,4,367,036700,36081036700,36081036700
1436 BEACH AVENUE,005,2,218,021800,36005021800,36005021800
2190 MADISON AVENUE,061,1,210,021000,36061021000,36061021000
1301 HARROD AVENUE,005,2,62,006200,36005006200,36005006200
14703 NORTHERN BLVD,081,4,1163,116300,36081116300,NA
2554 BRONXWOOD AVENUE,005,2,324,032400,36005032400,36005032400
1150 INTERVALE AVE,005,2,131,013100,36005013100,36005013100
249 VERNON AVENUE,047,3,283,028300,36047028300,36047028300
1035 GRAND CONCOURSE,005,2,195,019500,36005019500,36005019500
694 LOGAN STREET,047,3,1118,111800,36047111800,36047111800
2275 DAVIDSON AVENUE,005,2,253,025300,36005025300,36005025300
1387 BRISTOW ST2ND FL,005,2,NA,015300,36005015300,NA
13524 124 STREET,081,4,838,083800,36081083800,36081083800
2172 43 STREET,081,4,121,012100,36081012100,36081012100
864 EAST 149TH STREET,005,2,31,003100,36005003100,36005003100
124 E 176TH ST,005,2,22701,022701,36005022701,NA
1911 BUSSING AVENUE,005,2,428,042800,36005042800,36005042800
178 UNION STREET,047,3,63,006300,36047006300,36047006300
1908 THIRD AVENUE,061,1,172,017200,36061017200,36061017200
552 WEST 184TH ST 3RD FLOOR,061,1,269,026900,36061026900,36061026900
345 EAST 118TH ST,061,1,188,018800,36061018800,36061018800
30 AVENUE D,061,1,20,002000,36061002000,36061002000
2015 FOSTER AVENUE,047,3,51601,051601,36047051601,NA
681 ONDERDONK AVENUE,081,4,549,054900,36081054900,36081054900
73 EAST 2ND STREET,061,1,3602,003602,36061003602,NA
1924 SECOND AVE,061,1,164,016400,36061016400,36061016400
366 AUDUBON AVEIN THE BLDG K/A 550,NA,1,NA,NA,NA,NA
161 INDIA STREET,047,3,575,057500,36047057500,36047057500
1990 ELLIS AVENUE,005,2,72,007200,36005007200,36005007200
42 MORTON STREET APT 3,061,1,67,006700,36061006700,36061006700
365 BOND STREET,047,3,77,007700,36047007700,36047007700
1151 EAST 229TH STREET,005,2,458,045800,36005045800,36005045800
2750 HOMECREST AVE,047,3,608,060800,36047060800,36047060800
214 ECHO PLACE,005,2,23502,023502,36005023502,NA
2172 ANTHONY AVENUE,005,2,381,038100,36005038100,36005038100
1532 38TH STREET APT 2R,047,3,228,022800,36047022800,36047022800
305 95TH ST,047,3,54,005400,36047005400,36047005400
303 E 158TH STREET,005,2,69,006900,36005006900,36005006900
120 BELLAMY LOOP,005,2,46201,046201,36005046201,NA
15221524 COMMONWEALTH AVENUE,NA,2,218,NA,36005021800,36005021800
21445 JAMAICA AVE,081,4,542,054200,36081054200,36081054200
791 GREENE AVENUE FLOOR1,047,3,291,029100,36047029100,36047029100
6410 C 186TH LANE,081,4,1347,134700,36081134700,NA
11955 FARMERS BLVD A/K/A 11955 FARMERS BLVD,081,4,394,039400,36081039400,36081039400
19005 HILLSIDE AVE,081,4,478,047800,36081047800,NA
214 WEST 96 STREET,061,1,183,018300,36061018300,36061018300
280 PARKHILL AVE,085,5,40,004000,36085004000,NA
11569 223RD STREET,081,4,596,059600,36081059600,36081059600
2153 AMSTERDAM AVENUE APT 16,061,1,249,024900,36061024900,36061024900
14022 182ND STREET,081,4,330,033000,36081033000,36081033000
1482 86TH STREET,047,3,170,017000,36047017000,36047017000
4222 82 STREET,081,4,481,048100,36081048100,36081048100
835 PENFIELD STREET,005,2,442,044200,36005044200,36005044200
1502 NOSTRAND AVENUE STORE FRONT GROUND FLOOR,047,3,NA,082400,36047082400,NA
102 BEACH 59TH ST,081,4,97202,097202,36081097202,NA
1024 LEGGETT AVENUE,005,2,83,008300,36005008300,36005008300
507 WEST 125TH STREET GROUND FLOOR STORE,NA,1,NA,NA,NA,NA
58 ARGYLE ROAD,047,3,506,050600,36047050600,36047050600
2556 COLDEN AVENUE,005,2,324,032400,36005032400,36005032400
2964 PERRY AVENUE,005,2,415,041500,36005041500,36005041500
2059 ST RAYMOND AVENUE,005,2,21002,021002,36005021002,NA
1854 CEDAR AVENUE,005,2,247,024700,36005024700,36005024700
2025 SEAGIRT BOULEVARD,081,4,99802,099802,36081099802,NA
1987 MORRIS AVENUE,NA,2,241,NA,36005024100,36005024100
3613 AVENUE D,047,3,832,083200,36047083200,36047083200
726 WORTMAN AVEAPT 1,047,3,1220,122000,36047122000,36047122000
2843 BRIGHTON 7TH ST FRONT FLOOR ENTRANCE FIRST FLOOR,047,3,NA,036600,36047036600,NA
520 WEST 168TH ST,061,1,251,025100,36061025100,36061025100
22218 109TH AVENUE,081,4,582,058200,36081058200,36081058200
2025 SEWARD AVENUE,005,2,74,007400,36005007400,36005007400
207 EAST 42ND STREET,047,3,858,085800,36047085800,36047085800
2403 93RD ST,081,4,347,034700,36081034700,36081034700
49 BRIGHTON AVENUE,085,5,77,007700,36085007700,36085007700
3426 DEKALB AVENUE,005,2,421,042100,36005042100,36005042100
3400 SNYDER AVENUE OFFICEAPT 1N,047,3,NA,085600,36047085600,NA
245 E180TH STREET,005,2,381,038100,36005038100,36005038100
14424 37TH AVE,081,4,1163,116300,36081116300,NA
401 W 148TH ST,061,1,231,023100,36061023100,36061023100
1010 EAST TREMONT AVENUE,005,2,359,035900,36005035900,36005035900
11338 199TH STREET,081,4,522,052200,36081052200,36081052200
16428 109TH DRIVE,081,4,258,025800,36081025800,36081025800
1361 FLATBUSH AVENUE GARAGE AND BACKYARD SPACE,047,3,NA,078800,36047078800,NA
111 MARBLE HILL AVE,061,1,309,030900,36061030900,36061030900
812 EAST 227TH ST,005,2,406,040600,36005040600,36005040600
8969 213TH ST,081,4,548,054800,36081054800,36081054800
17 SHERLOCK PLACE,047,3,367,036700,36047036700,36047036700
2929 WEST 31ST ST,047,3,342,034200,36047034200,36047034200
192 ROBINSON AVENUE,005,2,132,013200,36005013200,36005013200
335 EAST 205TH STREET,005,2,42901,042901,36005042901,NA
2703 WEST 33 STREET,047,3,330,033000,36047033000,36047033000
217 EAST 182ND STREET,005,2,38301,038301,36005038301,NA
1365 FIFTH AVENUE,061,1,184,018400,36061018400,36061018400
7207 GRAND AVENUE,081,4,497,049700,36081049700,36081049700
2442 EAST 74 STREET,047,3,706,070600,36047070600,NA
1997 DAVIDSON AVENUE,005,2,243,024300,36005024300,36005024300
7809 101ST AVENUE,081,4,42,004200,36081004200,36081004200
2541 AQUEDUCT AVEWEST,005,2,265,026500,36005026500,36005026500
15711 SANFORD AVE,081,4,1167,116700,36081116700,36081116700
230238 WEST 111TH STREET BUILDING 3,NA,1,216,NA,36061021600,36061021600
12360 83RD AVENUE,081,4,216,021600,36081021600,NA
50 PALADINO AVE,061,1,192,019200,36061019200,36061019200
1502 68TH STREET,047,3,190,026200,36047026200,36047019000
244 BAINBRIDGE ST,047,3,381,038100,36047038100,36047038100
2541 B GRAND AVE,005,2,265,026500,36005026500,36005026500
108 WEST 144 STREET,061,1,232,023200,36061023200,36061023200
304306 WILLIS AVE,NA,2,39,NA,36005003900,36005003900
244 EAST 46TH STREET,061,1,90,009000,36061009000,36061009000
1523 UNDERCLIFF AVE,005,2,20501,020501,36005020501,NA
6946 GARFIELD AVE,081,4,489,048900,36081048900,36081048900
39 SICKLES ST A/K/A 2945 SICKLES ST,061,1,285,028500,36061028500,36061028500
1917 ANDREWS AVENUE SOUTH,005,2,24502,024502,36005024502,NA
2264 DAVIDSON AVENUE,005,2,239,023900,36005023900,36005023900
2087 CRESTON AVENUE,005,2,241,024100,36005024100,36005024100
65 WEST 192ND STREET,005,2,265,026500,36005026500,36005026500
1153 BOYNTON AVENUE,005,2,5002,005002,36005005002,NA
2204 77TH STREET,081,4,317,031700,36081031700,36081031700
1169 NOSTRAND AVE2ND FLOOR APT,047,3,NA,080400,36047080400,NA
1270 GERARD AVENUE,005,2,22101,022101,36005022101,NA
8327 PARSONS BLVD,081,4,450,045000,36081045000,36081045000
1270 FIRST AVENUE,061,1,116,011600,36061011600,36061011600
9838 57TH AVENUE,081,4,455,045500,36081045500,36081045500
6102 69TH STREET CAR WASH,081,4,NA,066501,36081066501,NA
3485 FISH AVENUE,005,2,386,038600,36005038600,36005038600
520 ISHAM ST,061,1,293,029300,36061029300,36061029300
2928 41ST AVENUE,081,4,33,003300,36081003300,NA
1519 W MOSHOLU PKWY N,005,2,421,042100,36005042100,36005042100
413 KINGSTON AVENUE,047,3,NA,033100,36047033100,NA
2013 FULTON STREET,NA,3,371,NA,36047037100,36047037100
101 WEST 90TH ST,061,1,177,017700,36061017700,36061017700
784 MARCY AVENUE,047,3,251,025100,36047025100,36047025100
97 MORGAN AVENUE,047,3,453,045300,36047045300,36047045300
225 PARKSIDE AVENUE,047,3,79802,079802,36047079802,NA
3021 HOLLAND AVENUE,005,2,338,033800,36005033800,NA
14022 247TH STREET,081,4,656,065600,36081065600,36081065600
2411 EAST 3RD STREET,047,3,388,038800,36047038800,36047038800
231 STEUBEN STREET,085,5,40,004000,36085004000,NA
30 SICKLES STREET,061,1,285,028500,36061028500,36061028500
562 WEST 144TH STREET,061,1,229,022900,36061022900,36061022900
3015 ROBERTS AVENUE,005,2,26602,026602,36005026602,NA
52 ARDEN STREET,061,1,285,028500,36061028500,36061028500
67 ST PAULS PLACE,047,3,50804,050804,36047050804,NA
2274 MORRIS AVENUE,005,2,23704,023704,36005023704,NA
735 GATES AVENUE,047,3,277,027700,36047027700,36047027700
1452 38TH STREET,047,3,228,022800,36047022800,36047022800
1255 PENNSYLVANIA AVENUE,047,3,105801,105801,36047105801,NA
1810 CORTELYOU ROAD,047,3,514,051400,36047051400,36047051400
315 WOODBINE STREET,047,3,435,043500,36047043500,36047043500
2800 SEDGWICK AVENUE,NA,2,26702,NA,NA,NA
22229 92ND ROAD,081,4,560,056000,36081056000,36081056000
180 BEACH 117TH ST,081,4,93402,093402,36081093402,NA
5535 NETHERLAND AVE,005,2,323,032300,36005032300,36005032300
2600 NETHERLAND AVENUE,005,2,29302,029302,36005029302,NA
8000 SHORE FRONT PKWY,081,4,94203,094203,36081094203,NA
1312 ST JOHNS PLACE,047,3,353,035300,36047035300,NA
30 PILOT STREET,005,2,516,051600,36005051600,NA
1890 CROTONA PARKWAY,005,2,359,035900,36005035900,36005035900
3535 35TH STREET,081,4,57,005700,36081005700,36081005700
2229 DIX AVENUE,081,4,103201,103201,36081103201,NA
461 AUDUBON AVENUE,061,1,277,027700,36061027700,36061027700
119 AVENUE D,061,1,2602,002602,36061002602,NA
112 HENWOOD PLACE,005,2,22701,022701,36005022701,NA
1958 LURTING AVENUE,005,2,250,025000,36005025000,36005025000
534 NEW LOTS AVENUE,047,3,1122,112200,36047112200,36047112200
46 WAVERLY PLACE RIGHT SIDE,085,5,NA,002900,36085002900,NA
6938 230TH STREET,081,4,1377,137700,36081137700,36081137700
113 DIAMOND STREET,047,3,571,057100,36047057100,36047057100
1773 VYSE AVENUE,005,2,161,016100,36005016100,36005016100
2912 BRIGHTON 12TH STREET,047,3,61004,061004,36047061004,NA
65 FORT WASHINGTON AVE,061,1,247,024700,36061024700,36061024700
16002 HILLSIDE AVENUE,081,4,44602,044602,36081044602,NA
663 HOWARD AVENUE,047,3,900,090000,36047090000,36047090000
227241 TAAFFE PLACE,NA,3,235,NA,36047023500,36047023500
1100 GERARD AVENUE,005,2,195,019500,36005019500,36005019500
116 JOHN STREET,061,1,1502,001502,36061001502,NA
731 EAST 8TH STREET,047,3,482,048200,36047048200,36047048200
152 WEST 20TH STREET,061,1,87,008700,36061008700,36061008700
768 EAST 224TH ST,005,2,396,039600,36005039600,36005039600
1815 BEVERLY RD,047,3,512,051200,36047051200,36047051200
343 GOLD STREET APARTMENT NUMBER PH10,047,3,NA,001500,36047001500,NA
2306 DEAN STREET,047,3,36501,036501,36047036501,NA
664666 BAY STREET,NA,5,27,NA,36085002700,36085002700
1195 CASTLETON AVEFRONT ENTRANCE,085,5,NA,013302,36085013302,NA
17 GADSEN PLACE,085,5,27706,027706,36085027706,NA
487 ST JOHNS PLACE,047,3,215,021500,36047021500,36047021500
11405 170TH STREET,081,4,266,026600,36081026600,36081026600
4808 4TH AVENUE,047,3,78,007800,36047007800,36047007800
16711 145TH ROAD,081,4,306,030600,36081030600,36081030600
11421 139TH STREET,081,4,192,019200,36081019200,36081019200
17561 HILLSIDE AVENUE,081,4,466,046600,36081046600,36081046600
2009 126TH STREET,081,4,925,092500,36081092500,36081092500
1049 BOYNTON AVENUE,005,2,5001,005001,36005005001,NA
120 CHAUNCEY STREET,047,3,297,029700,36047029700,36047029700
63 METROPOLITAN OVAL,005,2,21602,021602,36005021602,NA
